id,course
880,Automotive Technology 
881,Mechanical Engineering (sandwich) 
882,Production Engineering (sandwich) 
883,Master In Hotel Management And Catering Technology(mhmct) 
884,Electronics & Telecommunication 
885,Microwaves 
886,Mechanical-computer Aided Design/computer Aided Manufacturing 
887,Electrical Engineering (electronics & Power) 
888,Post Graduate Diploma In Management (business Administration) ( Post Graduate Diploma )
889,Electrical
890,Electronics And Power 
891,Post Graduate Diploma In Management (pm And Hrd) ( Post Graduate Diploma )
892,Information Technology & Marketing ( Post Graduate Diploma )
893,Post Graduate Diploma In Management (telecom And Marketing) ( Post Graduate Diploma )
894,Post Graduate Diploma In Management (telecom) ( Post Graduate Diploma )
895,Electronics And Power Engineering 
896,Mechanical-manufacturing Engineering 
897,Mechanical Engineering-product Design And Development 
898,Masters In Financial Management 
899,Masters In Human Resource Development And Management 
900,Pharmacy (herbal Drug Technology) 
901,Environment And Water Resource Engineering 
902,Manufacturing Engineering And Automation 
903,Process Instrumentation 
904,Project Management 
905,Wired And Wireless Communication 
906,Computer Engineering (
907,Architectural Assistantship (interior Design) 
908,Technical Textile 
909,Man-made Textile Technology 
910,Textile Plant Engineering 
911,Masters In Business Administration (textiles) 
912,Fashion & Clothing Technology 
913,Textile Manufactures 
914,Communication Networks 
915,Heat And Power 
916,Chemical Science And Technology 
917,Air Armament 
918,Combat Vehicles(mechanical Engineering) 
919,Energetic Materials & Polymers 
920,Guided Missiles 
921,Modeling & Simulation 
922,Radar & Communication 
923,Sensor Technology 
924,Drugs And Pharmaceuticals 
925,Electronics Technology 
926,Electronics & Communication Technology 
927,Mechanical (computer Aided Design
928,Manufacture & Engineering) 
929,Plastic And Polymer Engineering 
930,Computer Aided Design Manufacture And Automation 
931,Embedded System & Computing 
932,Elec
933,Mechanical (cadme) 
934,Advanced Electronics 
935,Electronics Systems And Communication 
936,Electronics ( Doctorate )
937,Soil Mechanics 
938,Electrical Engineering (electronics & Power) ( Under Gr
939,Civil Engineering (for Girls) 
940,Leather Goods & Footwear Tech 
941,Pulp Technology 
942,Electronics Tele Communication 
943,Transport & Logistics Management ( Post Graduate Diploma )
944,Media Management ( Post Graduate Diploma )
945,3-d Animation & Graphics
946,Robotics And Mechatronics 
947,Masters In Information Management 
948,Post Graduate Diploma In Management (pharma And Healthcare Management) ( Post Graduate Diploma )
949,Management ( Logistics And Supply Chain Management) 
950,Marine Engineering & Systems(artificer Training) 
951,Bioprocess Technology 
952,Chemical Engineering (part Time) 
953,Dyestuff Technology 
954,Food Biotechnology 
955,Green Technology 
956,Oils
957,Oleochemicals And Surfactants Technology 
958,Perfumery And Flavour Tec
